"peak_index","seqnames","start","end","width","strand","name"
2255,"chr1",36179300,36179879,580,"*","chr1:36179300-36179879"
2257,"chr1",36185967,36186416,450,"*","chr1:36185967-36186416"
2262,"chr1",36213432,36213959,528,"*","chr1:36213432-36213959"
2267,"chr1",36252887,36253332,446,"*","chr1:36252887-36253332"
2310,"chr1",36444753,36445707,955,"*","chr1:36444753-36445707"
2335,"chr1",36523264,36524567,1304,"*","chr1:36523264-36524567"
2338,"chr1",36530509,36530931,423,"*","chr1:36530509-36530931"
2363,"chr1",36612443,36612899,457,"*","chr1:36612443-36612899"
2367,"chr1",36617097,36617374,278,"*","chr1:36617097-36617374"
2378,"chr1",36646247,36646619,373,"*","chr1:36646247-36646619"
2392,"chr1",36722751,36723098,348,"*","chr1:36722751-36723098"
2400,"chr1",36764550,36764777,228,"*","chr1:36764550-36764777"
2446,"chr1",36917469,36917805,337,"*","chr1:36917469-36917805"
2464,"chr1",36949692,36950340,649,"*","chr1:36949692-36950340"
2473,"chr1",37000467,37000816,350,"*","chr1:37000467-37000816"
2486,"chr1",37056791,37057990,1200,"*","chr1:37056791-37057990"
2487,"chr1",37061122,37061639,518,"*","chr1:37061122-37061639"
2517,"chr1",37237669,37238064,396,"*","chr1:37237669-37238064"
2525,"chr1",37284277,37284539,263,"*","chr1:37284277-37284539"
2535,"chr1",37322080,37322568,489,"*","chr1:37322080-37322568"
2538,"chr1",37331933,37332244,312,"*","chr1:37331933-37332244"
2552,"chr1",37361093,37361343,251,"*","chr1:37361093-37361343"
2565,"chr1",37439823,37440726,904,"*","chr1:37439823-37440726"
2573,"chr1",37486635,37486937,303,"*","chr1:37486635-37486937"
2579,"chr1",37502552,37502766,215,"*","chr1:37502552-37502766"
2590,"chr1",37530314,37530527,214,"*","chr1:37530314-37530527"
2594,"chr1",37544394,37544748,355,"*","chr1:37544394-37544748"
2599,"chr1",37565595,37565948,354,"*","chr1:37565595-37565948"
2620,"chr1",37665661,37666106,446,"*","chr1:37665661-37666106"
2630,"chr1",37710478,37710728,251,"*","chr1:37710478-37710728"
2631,"chr1",37711813,37712357,545,"*","chr1:37711813-37712357"
2640,"chr1",37871754,37872729,976,"*","chr1:37871754-37872729"
2664,"chr1",38109964,38110222,259,"*","chr1:38109964-38110222"
2673,"chr1",38185728,38186048,321,"*","chr1:38185728-38186048"
2676,"chr1",38200082,38200773,692,"*","chr1:38200082-38200773"
2697,"chr1",38268204,38268929,726,"*","chr1:38268204-38268929"
2698,"chr1",38275788,38276187,400,"*","chr1:38275788-38276187"
2699,"chr1",38305088,38305373,286,"*","chr1:38305088-38305373"
2710,"chr1",38384643,38385260,618,"*","chr1:38384643-38385260"
2735,"chr1",38502808,38503365,558,"*","chr1:38502808-38503365"
2752,"chr1",38604695,38604895,201,"*","chr1:38604695-38604895"
2768,"chr1",38666289,38667147,859,"*","chr1:38666289-38667147"
2791,"chr1",38816513,38816803,291,"*","chr1:38816513-38816803"
2812,"chr1",39029934,39030399,466,"*","chr1:39029934-39030399"
2825,"chr1",39105566,39106042,477,"*","chr1:39105566-39106042"
2828,"chr1",39128820,39129135,316,"*","chr1:39128820-39129135"
2836,"chr1",39186692,39187532,841,"*","chr1:39186692-39187532"
2841,"chr1",39201677,39201913,237,"*","chr1:39201677-39201913"
2855,"chr1",39273030,39273564,535,"*","chr1:39273030-39273564"
2876,"chr1",39379221,39379577,357,"*","chr1:39379221-39379577"
2886,"chr1",39430370,39430570,201,"*","chr1:39430370-39430570"
2891,"chr1",39448492,39448708,217,"*","chr1:39448492-39448708"
2897,"chr1",39456377,39457082,706,"*","chr1:39456377-39457082"
2905,"chr1",39474507,39475063,557,"*","chr1:39474507-39475063"
2908,"chr1",39493273,39493622,350,"*","chr1:39493273-39493622"
2962,"chr1",39698606,39699261,656,"*","chr1:39698606-39699261"
2967,"chr1",39716587,39716832,246,"*","chr1:39716587-39716832"
2978,"chr1",39749644,39750228,585,"*","chr1:39749644-39750228"
2997,"chr1",39869480,39870243,764,"*","chr1:39869480-39870243"
3002,"chr1",39896842,39897111,270,"*","chr1:39896842-39897111"
3006,"chr1",39911618,39911984,367,"*","chr1:39911618-39911984"
3007,"chr1",39913427,39913730,304,"*","chr1:39913427-39913730"
3037,"chr1",39982850,39983597,748,"*","chr1:39982850-39983597"
3054,"chr1",40069713,40070145,433,"*","chr1:40069713-40070145"
3063,"chr1",40107319,40107617,299,"*","chr1:40107319-40107617"
3081,"chr1",40181799,40182278,480,"*","chr1:40181799-40182278"
3103,"chr1",40266170,40267199,1030,"*","chr1:40266170-40267199"
3111,"chr1",40292463,40292712,250,"*","chr1:40292463-40292712"
3118,"chr1",40322050,40322250,201,"*","chr1:40322050-40322250"
3159,"chr1",40634665,40635588,924,"*","chr1:40634665-40635588"
3164,"chr1",40658842,40660092,1251,"*","chr1:40658842-40660092"
3186,"chr1",40776206,40776703,498,"*","chr1:40776206-40776703"
3208,"chr1",40880588,40881006,419,"*","chr1:40880588-40881006"
3221,"chr1",40983924,40984318,395,"*","chr1:40983924-40984318"
3236,"chr1",41153407,41153854,448,"*","chr1:41153407-41153854"
3245,"chr1",41326689,41327059,371,"*","chr1:41326689-41327059"
3271,"chr1",41898693,41899039,347,"*","chr1:41898693-41899039"
3282,"chr1",42158377,42158991,615,"*","chr1:42158377-42158991"
3284,"chr1",42168523,42169022,500,"*","chr1:42168523-42169022"
3291,"chr1",42233351,42233841,491,"*","chr1:42233351-42233841"
3311,"chr1",42387307,42387668,362,"*","chr1:42387307-42387668"
3328,"chr1",42491322,42492217,896,"*","chr1:42491322-42492217"
3337,"chr1",42533108,42533373,266,"*","chr1:42533108-42533373"
3342,"chr1",42569906,42570649,744,"*","chr1:42569906-42570649"
3353,"chr1",42657605,42658098,494,"*","chr1:42657605-42658098"
3363,"chr1",42702422,42702748,327,"*","chr1:42702422-42702748"
3396,"chr1",42859627,42860029,403,"*","chr1:42859627-42860029"
3460,"chr1",43167938,43168657,720,"*","chr1:43167938-43168657"
3461,"chr1",43169214,43169717,504,"*","chr1:43169214-43169717"
3480,"chr1",43245145,43245586,442,"*","chr1:43245145-43245586"
3519,"chr1",43433937,43434414,478,"*","chr1:43433937-43434414"
3528,"chr1",43469149,43469673,525,"*","chr1:43469149-43469673"
3530,"chr1",43472111,43472637,527,"*","chr1:43472111-43472637"
3532,"chr1",43483551,43483940,390,"*","chr1:43483551-43483940"
3536,"chr1",43488365,43488832,468,"*","chr1:43488365-43488832"
3542,"chr1",43498577,43498794,218,"*","chr1:43498577-43498794"
3559,"chr1",43566752,43567210,459,"*","chr1:43566752-43567210"
3562,"chr1",43577494,43577826,333,"*","chr1:43577494-43577826"
3568,"chr1",43633527,43634086,560,"*","chr1:43633527-43634086"
3579,"chr1",43730230,43731166,937,"*","chr1:43730230-43731166"
3609,"chr1",43902990,43903397,408,"*","chr1:43902990-43903397"
3612,"chr1",43994860,43995306,447,"*","chr1:43994860-43995306"
3616,"chr1",44027555,44028184,630,"*","chr1:44027555-44028184"
3618,"chr1",44046789,44047020,232,"*","chr1:44046789-44047020"
3655,"chr1",44634880,44635339,460,"*","chr1:44634880-44635339"
3657,"chr1",44679627,44680004,378,"*","chr1:44679627-44680004"
3663,"chr1",44776295,44776589,295,"*","chr1:44776295-44776589"
3668,"chr1",44811779,44812068,290,"*","chr1:44811779-44812068"
3691,"chr1",45298716,45300115,1400,"*","chr1:45298716-45300115"
3701,"chr1",45432125,45432493,369,"*","chr1:45432125-45432493"
3712,"chr1",45556110,45556459,350,"*","chr1:45556110-45556459"
3721,"chr1",45672675,45673564,890,"*","chr1:45672675-45673564"
3722,"chr1",45675868,45676364,497,"*","chr1:45675868-45676364"
3762,"chr1",45925347,45926516,1170,"*","chr1:45925347-45926516"
3763,"chr1",45931347,45931609,263,"*","chr1:45931347-45931609"
3784,"chr1",46395062,46395474,413,"*","chr1:46395062-46395474"
3796,"chr1",46725451,46725848,398,"*","chr1:46725451-46725848"
3822,"chr1",47000963,47001194,232,"*","chr1:47000963-47001194"
3828,"chr1",47170122,47170692,571,"*","chr1:47170122-47170692"
3836,"chr1",47446113,47446550,438,"*","chr1:47446113-47446550"
3860,"chr1",50926615,50928249,1635,"*","chr1:50926615-50928249"
3878,"chr1",51136898,51137339,442,"*","chr1:51136898-51137339"
3889,"chr1",51250404,51250636,233,"*","chr1:51250404-51250636"
3920,"chr1",51466458,51467814,1357,"*","chr1:51466458-51467814"
3923,"chr1",51480676,51480876,201,"*","chr1:51480676-51480876"
3927,"chr1",51502345,51502576,232,"*","chr1:51502345-51502576"
3982,"chr1",51770258,51770912,655,"*","chr1:51770258-51770912"
4006,"chr1",51879407,51880025,619,"*","chr1:51879407-51880025"
4015,"chr1",51897182,51897734,553,"*","chr1:51897182-51897734"
4021,"chr1",51909415,51909626,212,"*","chr1:51909415-51909626"
4039,"chr1",52022322,52022608,287,"*","chr1:52022322-52022608"
4121,"chr1",52470916,52471441,526,"*","chr1:52470916-52471441"
4143,"chr1",52669251,52669600,350,"*","chr1:52669251-52669600"
4144,"chr1",52669974,52670487,514,"*","chr1:52669974-52670487"
4165,"chr1",52794809,52795327,519,"*","chr1:52794809-52795327"
4181,"chr1",53007393,53007643,251,"*","chr1:53007393-53007643"
4197,"chr1",53272297,53273121,825,"*","chr1:53272297-53273121"
4215,"chr1",53640025,53640947,923,"*","chr1:53640025-53640947"
4218,"chr1",53668607,53668808,202,"*","chr1:53668607-53668808"
4235,"chr1",53809007,53809241,235,"*","chr1:53809007-53809241"
4264,"chr1",53931522,53931825,304,"*","chr1:53931522-53931825"
4287,"chr1",54109226,54109474,249,"*","chr1:54109226-54109474"
4293,"chr1",54181021,54181307,287,"*","chr1:54181021-54181307"
4313,"chr1",54495773,54496796,1024,"*","chr1:54495773-54496796"
4334,"chr1",54677080,54677512,433,"*","chr1:54677080-54677512"
4335,"chr1",54678148,54678617,470,"*","chr1:54678148-54678617"
4358,"chr1",54789480,54789974,495,"*","chr1:54789480-54789974"
4360,"chr1",54795391,54795707,317,"*","chr1:54795391-54795707"
4365,"chr1",54813212,54813860,649,"*","chr1:54813212-54813860"
4389,"chr1",54870916,54871116,201,"*","chr1:54870916-54871116"
4391,"chr1",54875306,54875509,204,"*","chr1:54875306-54875509"
4408,"chr1",54920353,54920556,204,"*","chr1:54920353-54920556"
4414,"chr1",54935086,54935457,372,"*","chr1:54935086-54935457"
4415,"chr1",54965416,54966211,796,"*","chr1:54965416-54966211"
4447,"chr1",55198265,55198608,344,"*","chr1:55198265-55198608"
4448,"chr1",55201718,55202468,751,"*","chr1:55201718-55202468"
4454,"chr1",55221251,55221841,591,"*","chr1:55221251-55221841"
4468,"chr1",55405578,55406600,1023,"*","chr1:55405578-55406600"
4484,"chr1",55488476,55488746,271,"*","chr1:55488476-55488746"
4487,"chr1",55502951,55503151,201,"*","chr1:55502951-55503151"
4527,"chr1",55670387,55670906,520,"*","chr1:55670387-55670906"
4538,"chr1",55719838,55720039,202,"*","chr1:55719838-55720039"
4555,"chr1",55838225,55838654,430,"*","chr1:55838225-55838654"
4566,"chr1",55955873,55956246,374,"*","chr1:55955873-55956246"
4581,"chr1",56253474,56253789,316,"*","chr1:56253474-56253789"
4593,"chr1",56477171,56477425,255,"*","chr1:56477171-56477425"
4594,"chr1",56539850,56540669,820,"*","chr1:56539850-56540669"
4610,"chr1",56786096,56786325,230,"*","chr1:56786096-56786325"
4613,"chr1",56799784,56800065,282,"*","chr1:56799784-56800065"
4620,"chr1",56824136,56824536,401,"*","chr1:56824136-56824536"
4625,"chr1",56857399,56857681,283,"*","chr1:56857399-56857681"
4628,"chr1",56873572,56873785,214,"*","chr1:56873572-56873785"
4636,"chr1",56951728,56951961,234,"*","chr1:56951728-56951961"
4654,"chr1",57149008,57149803,796,"*","chr1:57149008-57149803"
4669,"chr1",57296390,57296784,395,"*","chr1:57296390-57296784"
4678,"chr1",57398721,57398986,266,"*","chr1:57398721-57398986"
4681,"chr1",57428964,57429652,689,"*","chr1:57428964-57429652"
4712,"chr1",57628235,57628725,491,"*","chr1:57628235-57628725"
4747,"chr1",57857968,57858535,568,"*","chr1:57857968-57858535"
4749,"chr1",57867641,57868340,700,"*","chr1:57867641-57868340"
4751,"chr1",57869649,57870064,416,"*","chr1:57869649-57870064"
4757,"chr1",57905893,57906913,1021,"*","chr1:57905893-57906913"
4793,"chr1",58210329,58210742,414,"*","chr1:58210329-58210742"
4823,"chr1",58346355,58346632,278,"*","chr1:58346355-58346632"
4897,"chr1",58791595,58791811,217,"*","chr1:58791595-58791811"
4898,"chr1",58795075,58796380,1306,"*","chr1:58795075-58796380"
4905,"chr1",58832242,58832692,451,"*","chr1:58832242-58832692"
4910,"chr1",58917771,58918062,292,"*","chr1:58917771-58918062"
4978,"chr1",59321734,59323006,1273,"*","chr1:59321734-59323006"
4979,"chr1",59326866,59327874,1009,"*","chr1:59326866-59327874"
4981,"chr1",59332737,59333525,789,"*","chr1:59332737-59333525"
4997,"chr1",59404761,59404961,201,"*","chr1:59404761-59404961"
5029,"chr1",59503767,59504268,502,"*","chr1:59503767-59504268"
5030,"chr1",59508307,59509172,866,"*","chr1:59508307-59509172"
5084,"chr1",59771478,59771730,253,"*","chr1:59771478-59771730"
5087,"chr1",59781290,59781638,349,"*","chr1:59781290-59781638"
5096,"chr1",59844959,59845215,257,"*","chr1:59844959-59845215"
5129,"chr1",59967369,59967745,377,"*","chr1:59967369-59967745"
5136,"chr1",60016266,60016754,489,"*","chr1:60016266-60016754"
5142,"chr1",60097620,60098866,1247,"*","chr1:60097620-60098866"
5199,"chr1",60657168,60657598,431,"*","chr1:60657168-60657598"
5202,"chr1",60665540,60665843,304,"*","chr1:60665540-60665843"
5203,"chr1",60668090,60668805,716,"*","chr1:60668090-60668805"
5205,"chr1",60670403,60670925,523,"*","chr1:60670403-60670925"
5217,"chr1",60777196,60777443,248,"*","chr1:60777196-60777443"
5227,"chr1",60825458,60826433,976,"*","chr1:60825458-60826433"
5228,"chr1",60827064,60827550,487,"*","chr1:60827064-60827550"
5237,"chr1",60860569,60861354,786,"*","chr1:60860569-60861354"
5273,"chr1",61071621,61071918,298,"*","chr1:61071621-61071918"
5289,"chr1",61149000,61149857,858,"*","chr1:61149000-61149857"
5293,"chr1",61194254,61194915,662,"*","chr1:61194254-61194915"
5313,"chr1",61306277,61306868,592,"*","chr1:61306277-61306868"
5342,"chr1",61546145,61546449,305,"*","chr1:61546145-61546449"
5356,"chr1",61642042,61642374,333,"*","chr1:61642042-61642374"
5370,"chr1",61762419,61762739,321,"*","chr1:61762419-61762739"
5383,"chr1",61923958,61924458,501,"*","chr1:61923958-61924458"
5424,"chr1",62325459,62325671,213,"*","chr1:62325459-62325671"
5441,"chr1",62446873,62447877,1005,"*","chr1:62446873-62447877"
5446,"chr1",62480692,62481048,357,"*","chr1:62480692-62481048"
5470,"chr1",62648665,62649065,401,"*","chr1:62648665-62649065"
5516,"chr1",62777424,62777778,355,"*","chr1:62777424-62777778"
5522,"chr1",62795761,62796083,323,"*","chr1:62795761-62796083"
5527,"chr1",62812656,62812962,307,"*","chr1:62812656-62812962"
5531,"chr1",62823301,62824221,921,"*","chr1:62823301-62824221"
5563,"chr1",62934633,62934868,236,"*","chr1:62934633-62934868"
5569,"chr1",62956509,62956727,219,"*","chr1:62956509-62956727"
5594,"chr1",63122194,63122485,292,"*","chr1:63122194-63122485"
5631,"chr1",63485443,63485697,255,"*","chr1:63485443-63485697"
5646,"chr1",63730221,63730983,763,"*","chr1:63730221-63730983"
5659,"chr1",63857762,63858485,724,"*","chr1:63857762-63858485"
5665,"chr1",63936158,63936482,325,"*","chr1:63936158-63936482"
5673,"chr1",63981062,63981340,279,"*","chr1:63981062-63981340"
5676,"chr1",63992688,63993016,329,"*","chr1:63992688-63993016"
5692,"chr1",64081900,64082224,325,"*","chr1:64081900-64082224"
5706,"chr1",64159011,64159229,219,"*","chr1:64159011-64159229"
5718,"chr1",64231870,64232219,350,"*","chr1:64231870-64232219"
5741,"chr1",64446004,64446551,548,"*","chr1:64446004-64446551"
5754,"chr1",64565423,64566317,895,"*","chr1:64565423-64566317"
5755,"chr1",64578144,64578362,219,"*","chr1:64578144-64578362"
5767,"chr1",64638558,64639121,564,"*","chr1:64638558-64639121"
5769,"chr1",64658875,64659485,611,"*","chr1:64658875-64659485"
5781,"chr1",64725063,64725472,410,"*","chr1:64725063-64725472"
5786,"chr1",64749468,64749835,368,"*","chr1:64749468-64749835"
5788,"chr1",64753903,64754153,251,"*","chr1:64753903-64754153"
